,电影,票房占比,综合票房,场均人次,排片占比,上座率
4724,爱之初体验,0.1%,10.21,4,0.5%,9.4%
4725,我爸比我小四岁,0.1%,10.09,5,0.4%,14.3%
4726,小羊肖恩,0.1%,9.41,12,0.1%,20.2%
4727,冰雪女王,<0.1%,6.93,5,0.3%,10.7%
4728,轩辕剑传奇,<0.1%,6.40,6,0.2%,23.4%
4729,命中注定,<0.1%,5.58,9,0.1%,15.8%
4730,赛尔号大电影5：雷神崛起,<0.1%,5.48,7,0.1%,10.3%
4731,通灵之六世古宅,<0.1%,4.55,4,0.2%,18.2%
4732,李三娘,<0.1%,3.93,64,<0.1%,--
4733,滚蛋吧！肿瘤君,<0.1%,3.63,108,<0.1%,100%
4734,王化买父,<0.1%,2.29,41,<0.1%,--
4735,情剑,<0.1%,1.86,2,0.2%,5.3%
4736,宅女侦探桂香,<0.1%,1.76,82,<0.1%,87.5%
4737,时间都去哪了,<0.1%,1.66,2,0.3%,6.2%
4738,旋风九日,<0.1%,1.58,59,<0.1%,100%
4739,战狼,<0.1%,1.34,298,<0.1%,--
4740,京城81号,<0.1%,1.14,255,<0.1%,--
4741,小时代4：灵魂尽头,<0.1%,1.10,10,<0.1%,21.6%
4742,可爱的你,<0.1%,1.08,240,<0.1%,--
4743,捉妖记,32.5%,2112.93,18,21.3%,18.4%
4744,破风,15.6%,1016.29,13,16.9%,14.0%
4745,煎饼侠,10.7%,699.97,15,9.4%,23.2%
4746,西游记之大圣归来,10.6%,693.60,16,8.3%,22.1%
4747,桂宝之爆笑闯宇宙,5.5%,359.93,10,7.7%,15.0%
4748,黑猫警长之翡翠之星,4.5%,298.02,8,8.6%,11.6%
4749,谜城,3.9%,258.34,11,4.7%,18.3%
4750,新步步惊心,3.9%,257.94,7,8.3%,10.2%
4751,宅女侦探桂香,1.9%,124.98,65,0.3%,99.1%
4752,王朝的女人·杨贵妃,1.8%,122.45,8,3.2%,15.5%
4753,模仿游戏,1.7%,113.01,23,0.9%,27.9%
4754,太平轮·彼岸,0.9%,60.77,8,1.2%,16.5%
4755,黑瞳,0.8%,56.66,63,0.1%,81.2%
4756,民工 老大 老板,0.6%,44.74,143,<0.1%,100%
4757,虹飞千岛,0.6%,43.35,137,<0.1%,100%
4758,红髅,0.6%,40.72,7,1.4%,11.9%
4759,一路向前,0.5%,38.27,5,2.0%,10.6%
4760,滚蛋吧！肿瘤君,0.5%,33.02,20,0.2%,18.7%
4761,等爱归来,0.2%,16.47,61,<0.1%,100%
4762,美人鱼之海盗来袭,0.2%,13.51,7,0.4%,13.4%
4763,巴黎假期,0.1%,10.94,6,0.3%,16.9%
4764,恐怖游泳馆,0.1%,10.38,5,0.6%,18.8%
4765,小羊肖恩,0.1%,8.72,11,0.1%,18.1%
4766,我爸比我小四岁,0.1%,7.66,4,0.4%,13.6%
4767,冰雪女王,0.1%,6.56,4,0.3%,9.9%
4768,轩辕剑传奇,<0.1%,6.22,7,0.2%,26.6%
4769,赛尔号大电影5：雷神崛起,<0.1%,5.89,7,0.1%,10.0%
4770,命中注定,<0.1%,5.85,9,0.1%,15.8%
4771,李三娘,<0.1%,4.88,71,<0.1%,--
4772,通灵之六世古宅,<0.1%,4.79,5,0.2%,17.7%
4773,王化买父,<0.1%,2.80,51,<0.1%,--
4774,时间都去哪了,<0.1%,2.74,3,0.3%,12.2%
4775,爱之初体验,<0.1%,2.20,2,0.2%,5.2%
4776,邓小平登黄山,<0.1%,2.06,43,<0.1%,100%
4777,情剑,<0.1%,1.17,2,0.2%,4.4%
4778,被偷走的那五年,<0.1%,1.14,255,<0.1%,--
4779,甜蜜蜜,<0.1%,1.08,240,<0.1%,--
4780,滚蛋吧！肿瘤君,43.8%,4054.12,27,28.6%,28.4%
4781,捉妖记,17.5%,1620.77,21,14.1%,26.2%
4782,洛克王国4：出发！巨人谷,8.9%,828.45,17,9.1%,28.5%
4783,宅女侦探桂香,8.6%,802.98,10,16.9%,13.5%
4784,破风,4.8%,449.03,12,7.6%,16.3%
4785,西游记之大圣归来,4.5%,419.21,17,4.7%,26.8%
4786,煎饼侠,3.5%,332.38,15,4.3%,29.3%
4787,桂宝之爆笑闯宇宙,1.4%,137.29,11,2.6%,17.6%
4788,黑猫警长之翡翠之星,1.3%,126.24,9,3.0%,15.2%
4789,谜城,0.7%,69.15,10,1.3%,20.0%
4790,黑瞳,0.7%,67.74,62,0.1%,74.1%
4791,七月半之恐怖宿舍,0.6%,57.66,11,1.3%,17.2%
4792,模仿游戏,0.5%,55.28,23,0.4%,27.1%
4793,民工 老大 老板,0.4%,44.48,132,<0.1%,100%
4794,虹飞千岛,0.4%,42.57,131,<0.1%,100%
4795,新步步惊心,0.3%,33.91,4,1.6%,10.7%
4796,王朝的女人·杨贵妃,0.2%,20.71,6,0.6%,18.8%
4797,太平轮·彼岸,0.1%,15.35,8,0.3%,20.5%
4798,红髅,<0.1%,7.11,4,0.3%,9.6%
4799,王化买父,<0.1%,4.77,58,<0.1%,--
4800,我爸比我小四岁,<0.1%,4.27,9,0.1%,38.2%
4801,邓小平登黄山,<0.1%,3.97,52,<0.1%,100%
4802,恐怖游泳馆,<0.1%,3.85,3,0.3%,20.9%
4803,小羊肖恩,<0.1%,3.77,11,<0.1%,19.4%
4804,美人鱼之海盗来袭,<0.1%,3.43,6,0.1%,16.0%
4805,李三娘,<0.1%,3.31,44,<0.1%,--
4806,轩辕剑传奇,<0.1%,2.88,8,<0.1%,39.5%
4807,一路向前,<0.1%,2.65,2,0.3%,12.2%
4808,冰雪女王,<0.1%,2.40,5,0.1%,16.6%
4809,通灵之六世古宅,<0.1%,1.94,3,0.1%,17.4%
4810,赛尔号大电影5：雷神崛起,<0.1%,1.80,6,<0.1%,9.7%
4811,巴黎假期,<0.1%,1.29,3,<0.1%,10.5%
4812,命中注定,<0.1%,1.26,5,<0.1%,14.7%
4813,可爱的你,<0.1%,1.21,140,<0.1%,100%
4814,甜蜜蜜,<0.1%,1.08,240,<0.1%,--
4815,战狼,<0.1%,1.07,239,<0.1%,--
4816,滚蛋吧！肿瘤君,40.5%,3643.06,24,28.1%,25.3%
4817,捉妖记,19.2%,1734.25,21,14.1%,26.9%
4818,宅女侦探桂香,8.0%,727.42,10,14.5%,14.4%
4819,洛克王国4：出发！巨人谷,6.9%,624.84,13,9.1%,20.4%
4820,西游记之大圣归来,5.0%,457.19,19,4.6%,28.4%
4821,破风,5.0%,453.38,13,6.6%,18.1%
4822,煎饼侠,3.8%,347.66,16,4.1%,30.1%
4823,七月半之恐怖宿舍,1.4%,133.65,12,2.7%,22.5%
4824,黑猫警长之翡翠之星,1.3%,121.23,11,2.3%,18.2%
4825,桂宝之爆笑闯宇宙,1.2%,115.76,10,2.2%,17.8%
4826,黑瞳,1.2%,115.21,80,0.2%,100%
4827,白雪公主之神秘爸爸,1.2%,112.34,8,2.9%,14.0%
4828,模仿游戏,0.8%,75.05,30,0.4%,35.1%
4829,谜城,0.7%,62.97,11,1.1%,21.9%
4830,狂野飞车,0.6%,61.48,6,2.5%,9.9%
4831,鹭语,0.4%,37.54,133,<0.1%,100%
4832,我和红七军,0.4%,36.62,133,<0.1%,100%
4833,新步步惊心,0.3%,29.44,5,1.0%,13.5%
4834,王朝的女人·杨贵妃,0.2%,24.42,9,0.5%,29.0%
4835,太平轮·彼岸,0.1%,14.81,8,0.2%,26.0%
4836,邓小平登黄山,0.1%,11.16,80,<0.1%,100%
4837,李三娘,<0.1%,5.02,54,<0.1%,--
4838,轩辕剑传奇,<0.1%,4.65,21,<0.1%,63.6%
4839,小羊肖恩,<0.1%,4.21,14,<0.1%,23.5%
4840,王化买父,<0.1%,3.87,49,<0.1%,--
4841,红髅,<0.1%,3.77,5,0.1%,12.7%
4842,巴黎假期,<0.1%,3.33,12,<0.1%,24.7%
4843,我爸比我小四岁,<0.1%,2.65,9,<0.1%,41.5%
4844,守梦者,<0.1%,2.26,52,<0.1%,100%
4845,美人鱼之海盗来袭,<0.1%,2.07,7,<0.1%,18.0%
4846,一路向前,<0.1%,1.75,3,0.1%,11.2%
4847,冰雪女王,<0.1%,1.73,6,<0.1%,24.5%
4848,赛尔号大电影5：雷神崛起,<0.1%,1.64,6,<0.1%,8.9%
4849,恐怖游泳馆,<0.1%,1.47,3,0.1%,15.7%
4850,被偷走的那五年,<0.1%,1.34,298,<0.1%,--
4851,命中注定,<0.1%,1.20,5,<0.1%,13.2%
4852,为了这片土地,<0.1%,1.17,65,<0.1%,100%
4853,可爱的你,<0.1%,1.14,255,<0.1%,--
4854,京城81号,<0.1%,1.08,240,<0.1%,--
4855,等爱归来,<0.1%,1.04,11,<0.1%,--
4856,滚蛋吧！肿瘤君,39.2%,5365.03,34,28.0%,35.4%
4857,捉妖记,21.3%,2913.21,32,15.0%,40.2%
4858,洛克王国4：出发！巨人谷,7.6%,1039.73,20,9.4%,31.4%
4859,西游记之大圣归来,6.3%,872.53,30,5.2%,45.3%
4860,宅女侦探桂香,5.7%,792.07,12,12.6%,18.1%
4861,破风,4.9%,680.62,20,6.2%,29.0%
4862,煎饼侠,4.0%,555.49,23,4.3%,45.2%
4863,黑猫警长之翡翠之星,2.4%,340.78,26,2.5%,42.9%
4864,桂宝之爆笑闯宇宙,1.5%,208.92,18,2.2%,30.7%
4865,白雪公主之神秘爸爸,1.4%,200.71,14,3.0%,25.4%
4866,七月半之恐怖宿舍,1.1%,154.20,12,2.8%,24.8%
4867,模仿游戏,0.9%,129.52,46,0.4%,55.3%
4868,谜城,0.6%,88.15,15,1.0%,33.4%
4869,狂野飞车,0.3%,53.79,6,1.9%,12.6%
4870,鹭语,0.2%,37.39,124,<0.1%,100%
4871,我和红七军,0.2%,36.58,130,<0.1%,100%
4872,我是大熊猫之熊猫大侠,0.2%,29.59,5,1.4%,8.7%
4873,王朝的女人·杨贵妃,0.2%,29.42,11,0.4%,37.6%
4874,新步步惊心,0.2%,28.71,6,0.9%,16.4%
4875,太平轮·彼岸,0.1%,23.65,13,0.2%,38.5%
4876,小羊肖恩,<0.1%,10.89,26,<0.1%,45.9%
4877,轩辕剑传奇,<0.1%,9.36,32,<0.1%,100%
4878,我爸比我小四岁,<0.1%,8.14,27,<0.1%,100%
4879,王化买父,<0.1%,4.72,50,<0.1%,--
4880,赛尔号大电影5：雷神崛起,<0.1%,4.60,12,<0.1%,22.5%
4881,美人鱼之海盗来袭,<0.1%,4.53,12,<0.1%,29.2%
4882,李三娘,<0.1%,4.38,51,<0.1%,--
4883,红髅,<0.1%,4.19,5,0.1%,14.1%
4884,恋爱中的城市,<0.1%,4.13,76,<0.1%,50.0%
4885,冰雪女王,<0.1%,3.82,10,<0.1%,47.3%
4886,命中注定,<0.1%,2.97,13,<0.1%,36.4%
4887,京城81号,<0.1%,2.38,298,<0.1%,--
4888,甜蜜蜜,<0.1%,2.38,298,<0.1%,--
4889,巴黎假期,<0.1%,2.10,6,<0.1%,17.7%
4890,战狼,<0.1%,1.92,240,<0.1%,--
4891,一路向前,<0.1%,1.88,3,0.1%,13.6%
4892,黑瞳,<0.1%,1.78,21,<0.1%,38.2%
4893,恐怖游泳馆,<0.1%,1.58,3,0.1%,21.4%
4894,通灵之六世古宅,<0.1%,1.53,4,<0.1%,25.8%
4895,旋风九日,<0.1%,1.42,237,<0.1%,--
4896,滚蛋吧！肿瘤君,39.8%,5452.33,35,27.9%,36.5%
4897,捉妖记,21.9%,2999.70,32,15.6%,39.9%
4898,洛克王国4：出发！巨人谷,7.7%,1054.49,21,9.2%,32.3%
4899,西游记之大圣归来,6.6%,915.57,30,5.6%,43.5%
4900,宅女侦探桂香,4.7%,652.79,11,11.6%,16.6%
4901,破风,4.5%,624.36,19,6.3%,26.9%
4902,煎饼侠,3.9%,541.19,21,4.6%,41.3%
4903,黑猫警长之翡翠之星,2.4%,330.54,24,2.6%,39.5%
4904,桂宝之爆笑闯宇宙,1.6%,228.51,19,2.3%,33.6%
4905,白雪公主之神秘爸爸,1.5%,216.66,15,3.0%,27.0%
4906,七月半之恐怖宿舍,0.9%,130.53,11,2.8%,21.5%
4907,模仿游戏,0.9%,127.86,41,0.5%,49.7%
4908,谜城,0.6%,83.12,14,1.1%,29.2%
4909,狂野飞车,0.3%,42.16,6,1.6%,11.5%
4910,我和红七军,0.2%,39.24,126,<0.1%,100%
4911,鹭语,0.2%,37.51,130,<0.1%,100%
4912,新步步惊心,0.2%,28.87,6,0.9%,17.5%
4913,太平轮·彼岸,0.1%,25.35,13,0.2%,37.7%
4914,我是大熊猫之熊猫大侠,0.1%,22.48,5,1.2%,8.5%
4915,王朝的女人·杨贵妃,0.1%,21.41,8,0.4%,25.6%
4916,小羊肖恩,<0.1%,10.80,30,<0.1%,44.3%
4917,轩辕剑传奇,<0.1%,8.06,28,<0.1%,90.9%
4918,三城记,<0.1%,7.42,127,<0.1%,100%
4919,我爸比我小四岁,<0.1%,7.38,28,<0.1%,100%
4920,恋爱中的城市,<0.1%,7.26,104,<0.1%,73.6%
4921,赛尔号大电影5：雷神崛起,<0.1%,5.69,12,<0.1%,21.4%
4922,王化买父,<0.1%,4.99,49,<0.1%,--
4923,美人鱼之海盗来袭,<0.1%,4.94,13,<0.1%,25.5%
4924,李三娘,<0.1%,4.51,44,<0.1%,--
4925,红髅,<0.1%,3.87,5,0.1%,15.2%
4926,冰雪女王,<0.1%,3.69,8,<0.1%,30.3%
4927,巴黎假期,<0.1%,2.56,8,<0.1%,26.5%
4928,可爱的你,<0.1%,2.38,298,<0.1%,--
4929,战狼,<0.1%,2.38,298,<0.1%,--
4930,命中注定,<0.1%,2.30,11,<0.1%,32.7%
4931,一路向前,<0.1%,2.25,3,0.1%,19.5%
4932,黑瞳,<0.1%,2.01,27,<0.1%,24.5%
4933,被偷走的那五年,<0.1%,1.92,240,<0.1%,--
4934,恐怖游泳馆,<0.1%,1.71,3,0.1%,20.9%
4935,通灵之六世古宅,<0.1%,1.54,4,<0.1%,29.9%
4936,滚蛋吧！肿瘤君,43.3%,2942.84,20,28.3%,21.2%
4937,捉妖记,20.5%,1398.54,16,16.1%,19.4%
4938,西游记之大圣归来,6.2%,427.55,14,5.9%,20.8%
4939,洛克王国4：出发！巨人谷,5.6%,385.94,9,8.6%,13.6%
4940,破风,4.8%,326.99,10,6.6%,14.5%
4941,宅女侦探桂香,4.6%,319.18,6,11.1%,9.2%
4942,煎饼侠,4.3%,293.68,12,4.8%,22.5%
4943,七月半之恐怖宿舍,1.5%,101.95,9,2.9%,17.6%
4944,桂宝之爆笑闯宇宙,1.4%,96.01,9,2.2%,15.3%
4945,黑猫警长之翡翠之星,1.2%,84.12,7,2.5%,11.7%
4946,白雪公主之神秘爸爸,1.1%,80.88,7,2.7%,12.6%
4947,模仿游戏,0.8%,59.73,19,0.5%,22.7%
4948,谜城,0.7%,47.92,8,1.2%,16.2%
4949,黑瞳,0.5%,37.69,55,0.1%,61.9%
4950,鹭语,0.5%,37.62,124,<0.1%,100%
4951,我和红七军,0.5%,37.52,133,<0.1%,100%
4952,新步步惊心,0.2%,18.92,4,0.9%,11.1%
4953,狂野飞车,0.2%,17.20,3,1.3%,6.0%
4954,王朝的女人·杨贵妃,0.1%,11.98,5,0.5%,12.9%
4955,太平轮·彼岸,0.1%,11.41,6,0.2%,15.0%
4956,我是大熊猫之熊猫大侠,0.1%,7.27,2,0.9%,4.1%
4957,恋爱中的城市,<0.1%,5.21,109,<0.1%,79.5%
4958,王化买父,<0.1%,5.14,42,<0.1%,--
4959,李三娘,<0.1%,3.91,36,<0.1%,--
4960,红髅,<0.1%,3.75,5,0.1%,12.9%
4961,我爸比我小四岁,<0.1%,3.36,10,<0.1%,44.4%
4962,小羊肖恩,<0.1%,2.44,10,<0.1%,13.6%
4963,赛尔号大电影5：雷神崛起,<0.1%,2.40,7,<0.1%,10.7%
4964,巴黎假期,<0.1%,2.08,11,<0.1%,35.3%
4965,美人鱼之海盗来袭,<0.1%,1.88,6,<0.1%,15.7%
4966,恐怖游泳馆,<0.1%,1.57,3,0.1%,20.6%
4967,一路向前,<0.1%,1.54,2,0.2%,11.7%
4968,为了这片土地,<0.1%,1.38,51,<0.1%,100%
4969,可爱的你,<0.1%,1.34,298,<0.1%,--
4970,命中注定,<0.1%,1.17,4,<0.1%,8.7%
4971,甜蜜蜜,<0.1%,1.14,255,<0.1%,--
4972,京城81号,<0.1%,1.08,240,<0.1%,--
4973,通灵之六世古宅,<0.1%,1.04,3,<0.1%,16.1%
4974,非你勿扰,<0.1%,1.02,5,<0.1%,30.2%
4975,滚蛋吧！肿瘤君,42.5%,2876.38,20,28.3%,21.1%
4976,捉妖记,20.9%,1419.76,16,16.6%,19.2%
4977,西游记之大圣归来,6.3%,431.93,14,6.2%,20.5%
4978,洛克王国4：出发！巨人谷,5.5%,374.00,9,8.4%,13.9%
4979,破风,4.8%,326.00,10,6.7%,14.8%
4980,煎饼侠,4.4%,303.03,12,4.9%,23.1%
4981,宅女侦探桂香,4.2%,288.67,6,10.5%,9.2%
4982,七月半之恐怖宿舍,1.4%,99.68,8,3.0%,17.3%
4983,桂宝之爆笑闯宇宙,1.3%,94.34,9,2.2%,15.2%
4984,黑猫警长之翡翠之星,1.2%,84.05,7,2.5%,11.7%
4985,白雪公主之神秘爸爸,1.1%,77.58,7,2.6%,12.6%
4986,黑瞳,1.0%,73.34,56,0.2%,72.7%
4987,模仿游戏,0.9%,62.23,20,0.6%,22.2%
4988,谜城,0.7%,49.24,8,1.2%,16.7%
4989,我和红七军,0.5%,36.61,130,<0.1%,100%
4990,鹭语,0.5%,36.29,125,<0.1%,100%
4991,新步步惊心,0.2%,17.59,4,0.9%,11.6%
4992,狂野飞车,0.2%,15.46,4,1.2%,6.8%
4993,太平轮·彼岸,0.1%,13.18,8,0.2%,18.4%
4994,王朝的女人·杨贵妃,0.1%,13.09,5,0.5%,15.3%
4995,恋爱中的城市,0.1%,12.49,205,<0.1%,--
4996,新娘大作战,0.1%,10.56,475,<0.1%,--
4997,我是大熊猫之熊猫大侠,<0.1%,5.29,2,0.7%,3.9%
4998,王化买父,<0.1%,4.49,34,<0.1%,--
4999,李三娘,<0.1%,3.97,36,<0.1%,--
5000,红髅,<0.1%,3.21,5,0.1%,13.0%
5001,为了这片土地,<0.1%,3.19,82,<0.1%,100%
5002,一路向前,<0.1%,2.25,3,0.2%,16.7%
5003,美人鱼之海盗来袭,<0.1%,2.02,7,<0.1%,16.4%
5004,赛尔号大电影5：雷神崛起,<0.1%,1.96,5,<0.1%,7.6%
5005,巴黎假期,<0.1%,1.79,8,<0.1%,27.8%
5006,我爸比我小四岁,<0.1%,1.77,7,<0.1%,30.5%
5007,恐怖游泳馆,<0.1%,1.69,4,0.1%,25.4%
5008,邓小平登黄山,<0.1%,1.68,53,<0.1%,100%
5009,冰雪女王,<0.1%,1.51,3,<0.1%,12.0%
5010,通灵之六世古宅,<0.1%,1.38,4,<0.1%,22.3%
5011,被偷走的那五年,<0.1%,1.34,298,<0.1%,--
5012,医缘,<0.1%,1.20,240,<0.1%,97.9%
5013,轩辕剑传奇,<0.1%,1.16,4,<0.1%,16.8%
5014,京城81号,<0.1%,1.14,255,<0.1%,--
5015,命中注定,<0.1%,1.11,5,<0.1%,10.9%
5016,等爱归来,<0.1%,1.09,11,<0.1%,--
5017,战狼,<0.1%,1.08,240,<0.1%,--
5018,滚蛋吧！肿瘤君,41.3%,2863.00,21,27.1%,22.1%
5019,捉妖记,20.1%,1396.93,16,16.2%,19.5%
5020,恋爱中的城市,6.8%,472.33,13,7.2%,15.4%
5021,西游记之大圣归来,5.9%,415.31,14,6.1%,20.4%
5022,洛克王国4：出发！巨人谷,4.6%,325.31,8,7.9%,13.1%
5023,破风,3.9%,271.31,10,5.7%,14.4%
5024,煎饼侠,3.7%,257.58,12,4.2%,23.0%
5025,宅女侦探桂香,3.0%,210.95,5,8.4%,8.9%
5026,黑瞳,1.4%,100.41,66,0.2%,85.7%
5027,七月半之恐怖宿舍,1.3%,93.28,8,2.7%,18.6%
5028,桂宝之爆笑闯宇宙,1.1%,81.35,8,2.1%,14.3%
5029,黑猫警长之翡翠之星,1.0%,71.33,7,2.4%,10.7%
5030,白雪公主之神秘爸爸,0.9%,66.26,7,2.3%,12.2%
5031,模仿游戏,0.8%,59.73,19,0.5%,22.3%
5032,谜城,0.5%,38.02,8,1.0%,16.4%
5033,鹭语,0.5%,36.60,131,<0.1%,100%
5034,我和红七军,0.5%,36.33,132,<0.1%,100%
5035,新娘大作战,0.3%,24.66,22,0.2%,16.3%
5036,新步步惊心,0.1%,11.61,3,0.7%,10.5%
5037,王朝的女人·杨贵妃,0.1%,10.80,5,0.4%,14.1%
5038,狂野飞车,0.1%,9.10,3,0.8%,6.0%
5039,太平轮·彼岸,0.1%,8.96,6,0.2%,15.5%
5040,王化买父,<0.1%,4.92,41,<0.1%,--
5041,李三娘,<0.1%,4.84,38,<0.1%,--
5042,为了这片土地,<0.1%,4.82,79,<0.1%,100%
5043,我是大熊猫之熊猫大侠,<0.1%,4.45,2,0.5%,4.5%
5044,邓小平登黄山,<0.1%,3.95,59,<0.1%,100%
5045,我爸比我小四岁,<0.1%,3.78,19,<0.1%,82.2%
5046,鹰笛·雪莲,<0.1%,3.70,7,0.1%,12.8%
5047,红髅,<0.1%,3.00,5,0.1%,14.8%
5048,命中注定,<0.1%,2.66,11,<0.1%,25.0%
5049,终结者：创世纪,<0.1%,2.60,163,<0.1%,31.1%
5050,美人鱼之海盗来袭,<0.1%,1.89,6,<0.1%,12.7%
5051,赛尔号大电影5：雷神崛起,<0.1%,1.88,6,<0.1%,9.2%
5052,因为谷桂花,<0.1%,1.77,94,<0.1%,100%
5053,战火中的芭蕾,<0.1%,1.72,345,<0.1%,--
5054,恐怖游泳馆,<0.1%,1.57,4,0.1%,22.6%
5055,冰雪女王,<0.1%,1.47,4,<0.1%,10.8%
5056,甜蜜蜜,<0.1%,1.34,298,<0.1%,--
5057,通灵之六世古宅,<0.1%,1.22,4,<0.1%,20.6%
5058,一路向前,<0.1%,1.20,2,0.1%,8.8%
5059,可爱的你,<0.1%,1.14,255,<0.1%,--
5060,巴黎假期,<0.1%,1.08,4,<0.1%,10.0%
5061,战狼,<0.1%,1.08,240,<0.1%,--
5062,等爱归来,<0.1%,1.02,8,<0.1%,--
5063,新娘大作战,39.5%,9262.92,55,30.8%,60.8%
5064,滚蛋吧！肿瘤君,23.4%,5479.11,56,17.4%,71.9%
5065,恋爱中的城市,13.4%,3144.27,28,19.7%,36.8%
5066,捉妖记,13.3%,3119.97,49,10.5%,69.3%
5067,西游记之大圣归来,2.8%,673.66,34,3.6%,54.2%
5068,煎饼侠,1.3%,309.13,31,1.7%,77.1%
5069,洛克王国4：出发！巨人谷,1.2%,293.64,14,3.7%,26.6%
5070,破风,1.1%,270.04,27,1.8%,44.1%
5071,七月半之恐怖宿舍,0.7%,183.75,23,1.7%,64.2%
5072,宅女侦探桂香,0.4%,102.65,10,1.8%,23.2%
5073,黑瞳,0.4%,95.09,72,0.1%,86.3%
5074,桂宝之爆笑闯宇宙,0.2%,67.72,14,0.9%,29.9%
5075,模仿游戏,0.2%,67.02,40,0.2%,50.2%
5076,黑猫警长之翡翠之星,0.2%,65.46,12,1.1%,22.1%
5077,白雪公主之神秘爸爸,0.1%,42.10,10,0.9%,21.4%
5078,我和红七军,0.1%,39.68,137,<0.1%,100%
5079,鹭语,0.1%,38.57,133,<0.1%,100%
5080,谜城,0.1%,24.64,18,0.2%,46.9%
5081,非你勿扰,<0.1%,19.34,4,1.1%,12.4%
5082,太平轮·彼岸,<0.1%,7.12,10,<0.1%,31.8%
5083,王朝的女人·杨贵妃,<0.1%,6.57,8,0.1%,41.2%
5084,红髅,<0.1%,5.71,15,<0.1%,69.4%
5085,狂野飞车,<0.1%,5.67,6,0.2%,21.6%
5086,我爸比我小四岁,<0.1%,5.66,55,<0.1%,100%
5087,新步步惊心,<0.1%,5.18,8,0.1%,35.2%
5088,邓小平登黄山,<0.1%,4.83,53,<0.1%,100%
5089,李三娘,<0.1%,4.45,53,<0.1%,--
5090,王化买父,<0.1%,4.28,43,<0.1%,--
5091,恐怖游泳馆,<0.1%,3.82,8,0.1%,63.7%
5092,通灵之六世古宅,<0.1%,3.20,9,<0.1%,67.7%
5093,虹飞千岛,<0.1%,3.03,152,<0.1%,93.2%
5094,命中注定,<0.1%,2.75,14,<0.1%,36.9%
5095,民工 老大 老板,<0.1%,2.46,176,<0.1%,98.8%
5096,双生灵,<0.1%,2.45,32,<0.1%,36.7%
5097,美人鱼之海盗来袭,<0.1%,2.41,10,<0.1%,37.1%
5098,为了这片土地,<0.1%,2.24,82,<0.1%,100%
5099,我是大熊猫之熊猫大侠,<0.1%,2.15,4,0.1%,10.6%
5100,巴黎假期,<0.1%,1.83,9,<0.1%,26.6%
5101,三城记,<0.1%,1.54,93,<0.1%,100%
5102,赛尔号大电影5：雷神崛起,<0.1%,1.45,7,<0.1%,8.8%
5103,可爱的你,<0.1%,1.34,298,<0.1%,--
5104,一路向前,<0.1%,1.31,7,<0.1%,38.3%
5105,等爱归来,<0.1%,1.31,10,<0.1%,--
5106,冰雪女王,<0.1%,1.24,5,<0.1%,17.7%
5107,星语心愿之再爱,<0.1%,1.21,55,<0.1%,34.3%
5108,被偷走的那五年,<0.1%,1.14,255,<0.1%,--
5109,京城81号,<0.1%,1.08,240,<0.1%,--
5110,滚蛋吧！肿瘤君,30.6%,2526.75,25,18.7%,30.1%
5111,新娘大作战,26.6%,2196.11,14,28.4%,15.3%
5112,捉妖记,15.7%,1297.30,19,11.6%,26.2%
5113,恋爱中的城市,7.2%,596.51,7,15.9%,9.3%
5114,西游记之大圣归来,4.5%,375.57,17,4.1%,26.5%
5115,洛克王国4：出发！巨人谷,2.8%,231.79,11,3.8%,20.5%
5116,煎饼侠,1.8%,148.97,14,1.9%,33.4%
5117,破风,1.7%,140.62,14,1.8%,22.6%
5118,黑瞳,1.7%,140.13,76,0.2%,98.1%
5119,战火中的芭蕾,1.4%,119.31,22,0.7%,40.0%
5120,双生灵,0.9%,75.46,10,1.6%,21.7%
5121,桂宝之爆笑闯宇宙,0.5%,45.68,10,0.9%,20.2%
5122,七月半之恐怖宿舍,0.5%,44.00,8,1.2%,22.4%
5123,王子与108煞,0.5%,43.62,4,2.8%,5.3%
5124,黑猫警长之翡翠之星,0.5%,41.41,9,1.0%,15.1%
5125,鹭语,0.4%,38.09,127,<0.1%,100%
5126,我和红七军,0.4%,37.85,129,<0.1%,100%
5127,宅女侦探桂香,0.3%,30.86,4,1.4%,8.9%
5128,白雪公主之神秘爸爸,0.3%,27.00,7,0.8%,16.9%
5129,邓小平登黄山,0.1%,11.03,89,<0.1%,100%
5130,谜城,0.1%,10.94,8,0.2%,16.6%
5131,我爸比我小四岁,<0.1%,4.91,54,<0.1%,100%
5132,王化买父,<0.1%,4.63,38,<0.1%,--
5133,太平轮·彼岸,<0.1%,4.52,7,<0.1%,18.0%
5134,李三娘,<0.1%,4.16,49,<0.1%,--
5135,王朝的女人·杨贵妃,<0.1%,3.72,7,0.1%,27.6%
5136,我的诗篇,<0.1%,3.35,84,<0.1%,100%
5137,非你勿扰,<0.1%,2.78,2,0.4%,7.1%
5138,狂野飞车,<0.1%,2.50,3,0.2%,14.1%
5139,为了这片土地,<0.1%,2.15,72,<0.1%,100%
5140,美人鱼之海盗来袭,<0.1%,1.61,8,<0.1%,29.0%
5141,命中注定,<0.1%,1.40,11,<0.1%,34.5%
5142,甜蜜蜜,<0.1%,1.34,298,<0.1%,--
5143,新步步惊心,<0.1%,1.32,3,<0.1%,11.3%
5144,我是大熊猫之熊猫大侠,<0.1%,1.22,4,<0.1%,10.2%
5145,京城81号,<0.1%,1.14,50,<0.1%,--
